goAcc,desc
GO:0046514,ceramide catabolic process
GO:0046516,hypusine metabolic process
GO:0046520,sphingoid biosynthetic process
GO:0046521,sphingoid catabolic process
GO:0046523,S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0046528,imaginal disc fusion
GO:0046540,U4/U6 x U5 tri-snRNP complex
GO:0046548,retinal rod cell development
GO:0046549,retinal cone cell development
GO:0046553,D-malate dehydrogenase (decarboxylating) activity
GO:0046556,alpha-L-arabinofuranosidase activity
GO:0046578,regulation of Ras protein signal transduction
GO:0046579,positive regulation of Ras protein signal transduction
GO:0046580,negative regulation of Ras protein signal transduction
GO:0046599,regulation of centriole replication
GO:0046604,positive regulation of mitotic centrosome separation
GO:0046622,positive regulation of organ growth
GO:0046627,negative regulation of insulin receptor signaling pathway
GO:0046628,positive regulation of insulin receptor signaling pathway
GO:0046653,tetrahydrofolate metabolic process
GO:0046654,tetrahydrofolate biosynthetic process
GO:0046655,folic acid metabolic process
GO:0046656,folic acid biosynthetic process
GO:0046664,"dorsal closure, amnioserosa morphology change"
GO:0046665,amnioserosa maintenance
GO:0046676,negative regulation of insulin secretion
GO:0046685,response to arsenic-containing substance
GO:0046686,response to cadmium ion
GO:0046689,response to mercury ion
GO:0046695,SLIK (SAGA-like) complex
GO:0046704,CDP metabolic process
GO:0046710,GDP metabolic process
GO:0046716,muscle cell cellular homeostasis
GO:0046718,viral entry into host cell
GO:0046761,viral budding from plasma membrane
GO:0046777,protein autophosphorylation
GO:0046785,microtubule polymerization
GO:0046824,positive regulation of nucleocytoplasmic transport
GO:0046825,regulation of protein export from nucleus
GO:0046827,positive regulation of protein export from nucleus
GO:0046828,regulation of RNA import into nucleus
GO:0046833,positive regulation of RNA export from nucleus
GO:0046843,dorsal appendage formation
GO:0046847,filopodium assembly
GO:0046849,bone remodeling
GO:0046855,inositol phosphate dephosphorylation
GO:0046856,phosphatidylinositol dephosphorylation
GO:0046889,positive regulation of lipid biosynthetic process
GO:0046898,response to cycloheximide
GO:0046901,tetrahydrofolylpolyglutamate biosynthetic process
GO:0046902,regulation of mitochondrial membrane permeability
GO:0046903,secretion
GO:0046916,cellular transition metal ion homeostasis
GO:0046922,peptide-O-fucosyltransferase activity
GO:0046932,"sodium-transporting ATP synthase activity, rotational mechanism"
GO:0046934,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"
GO:0046937,phytochelatin metabolic process
GO:0046940,nucleoside monophosphate phosphorylation
GO:0046942,carboxylic acid transport
GO:0046951,ketone body biosynthetic process
GO:0046952,ketone body catabolic process
GO:0046956,positive phototaxis
GO:0046963,3'-phosphoadenosine 5'-phosphosulfate transport
GO:0046964,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:0046967,cytosol to endoplasmic reticulum transport
GO:0046982,protein heterodimerization activity
GO:0047001,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity
GO:0047061,glucose-fructose oxidoreductase activity
GO:0047066,phospholipid-hydroperoxide glutathione peroxidase activity
GO:0047105,4-trimethylammoniobutyraldehyde dehydrogenase activity
GO:0047116,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase activity"
GO:0047127,thiomorpholine-carboxylate dehydrogenase activity
GO:0047130,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity"
GO:0047131,"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity"
GO:0047134,protein-disulfide reductase (NAD(P)) activity
GO:0047150,betaine-homocysteine S-methyltransferase activity
GO:0047262,polygalacturonate 4-alpha-galacturonosyltransferase activity
GO:0047293,4-hydroxybenzoate nonaprenyltransferase activity
GO:0047348,glycerol-3-phosphate cytidylyltransferase activity
GO:0047389,glycerophosphocholine phosphodiesterase activity
GO:0047443,4-hydroxy-4-methyl-2-oxoglutarate aldolase activity
GO:0047445,3-hydroxy-3-isohexenylglutaryl-CoA lyase activity
GO:0047451,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
GO:0047453,ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0047456,2-methylisocitrate dehydratase activity
GO:0047464,heparosan-N-sulfate-glucuronate 5-epimerase activity
GO:0047496,vesicle transport along microtubule
GO:0047508,(R)-2-methylmalate dehydratase activity
GO:0047547,2-methylcitrate dehydratase activity
GO:0047617,acyl-CoA hydrolase activity
GO:0047657,"alpha-1,3-glucan synthase activity"
GO:0047708,biotinidase activity
GO:0047724,inosine nucleosidase activity
GO:0047734,CDP-glycerol diphosphatase activity
GO:0047753,choline-sulfatase activity
GO:0047780,citrate dehydratase activity
GO:0047804,cysteine-S-conjugate beta-lyase activity
GO:0047834,D-threo-aldose 1-dehydrogenase activity
GO:0047840,dCTP diphosphatase activity
GO:0047844,deoxycytidine deaminase activity
GO:0047847,deoxyuridine phosphorylase activity
GO:0047879,erythronolide synthase activity
GO:0047898,formate dehydrogenase (cytochrome) activity
GO:0047918,"GDP-mannose 3,5-epimerase activity"
GO:0047936,glucose 1-dehydrogenase [NAD(P)] activity
GO:0047938,glucose-6-phosphate 1-epimerase activity
GO:0047940,glucuronokinase activity
GO:0047949,glutarate-semialdehyde dehydrogenase (NAD+) activity
GO:0047975,guanosine phosphorylase activity
GO:0047982,homocysteine desulfhydrase activity
GO:0047985,hydrogen dehydrogenase activity
GO:0048008,platelet-derived growth factor receptor signaling pathway
GO:0048017,inositol lipid-mediated signaling
GO:0048021,regulation of melanin biosynthetic process
GO:0048024,"regulation of mRNA splicing, via spliceosome"
GO:0048026,"positive regulation of mRNA splicing, via spliceosome"
GO:0048027,mRNA 5'-UTR binding
GO:0048029,monosaccharide binding
GO:0048033,heme o metabolic process
GO:0048039,ubiquinone binding
GO:0048041,focal adhesion assembly
GO:0048046,apoplast
GO:0048066,developmental pigmentation
GO:0048067,cuticle pigmentation
GO:0048102,autophagic cell death
GO:0048137,spermatocyte division
GO:0048146,positive regulation of fibroblast proliferation
GO:0048149,behavioral response to ethanol
GO:0048156,tau protein binding
GO:0048188,Set1C/COMPASS complex
GO:0048190,wing disc dorsal/ventral pattern formation
GO:0048210,Golgi vesicle fusion to target membrane
GO:0048211,Golgi vesicle docking
GO:0048232,male gamete generation
GO:0048250,iron import into the mitochondrion
GO:0048256,flap endonuclease activity
GO:0048260,positive regulation of receptor-mediated endocytosis
GO:0048264,determination of ventral identity
GO:0048268,clathrin coat assembly
GO:0048278,vesicle docking
GO:0048284,organelle fusion
GO:0048298,positive regulation of isotype switching to IgA isotypes
GO:0048304,positive regulation of isotype switching to IgG isotypes
GO:0048306,calcium-dependent protein binding
GO:0048308,organelle inheritance
GO:0048311,mitochondrion distribution
GO:0048316,seed development
GO:0048364,root development
GO:0048366,leaf development
GO:0048367,shoot system development
GO:0048388,endosomal lumen acidification
GO:0048440,carpel development
GO:0048443,stamen development
GO:0048468,cell development
GO:0048469,cell maturation
GO:0048471,perinuclear region of cytoplasm
GO:0048475,coated membrane
GO:0048477,oogenesis
GO:0048478,replication fork protection
GO:0048481,plant ovule development
GO:0048484,enteric nervous system development
GO:0048487,beta-tubulin binding
GO:0048490,anterograde synaptic vesicle transport
GO:0048511,rhythmic process
GO:0048513,animal organ development
GO:0048515,spermatid differentiation
GO:0048518,positive regulation of biological process
GO:0048519,negative regulation of biological process
GO:0048522,positive regulation of cellular process
GO:0048523,negative regulation of cellular process
GO:0048536,spleen development
GO:0048538,thymus development
GO:0048542,lymph gland development
GO:0048544,recognition of pollen
GO:0048545,response to steroid hormone
GO:0048560,establishment of anatomical structure orientation
GO:0048562,embryonic organ morphogenesis
GO:0048563,post-embryonic animal organ morphogenesis
GO:0048565,digestive tract development
GO:0048566,embryonic digestive tract development
GO:0048567,ectodermal digestive tract morphogenesis
GO:0048569,post-embryonic animal organ development
GO:0048574,"long-day photoperiodism, flowering"
GO:0048579,"negative regulation of long-day photoperiodism, flowering"
GO:0048585,negative regulation of response to stimulus
GO:0048586,"regulation of long-day photoperiodism, flowering"
GO:0048588,developmental cell growth
GO:0048589,developmental growth
GO:0048593,camera-type eye morphogenesis
GO:0048598,embryonic morphogenesis
GO:0048599,oocyte development
GO:0048601,oocyte morphogenesis
GO:0048608,reproductive structure development
GO:0048609,multicellular organismal reproductive process
GO:0048627,myoblast development
GO:0048633,positive regulation of skeletal muscle tissue growth
GO:0048639,positive regulation of developmental growth
GO:0048646,anatomical structure formation involved in morphogenesis
GO:0048661,positive regulation of smooth muscle cell proliferation
GO:0048662,negative regulation of smooth muscle cell proliferation
GO:0048666,neuron development
GO:0048667,cell morphogenesis involved in neuron differentiation
GO:0048668,collateral sprouting
GO:0048671,negative regulation of collateral sprouting
GO:0048678,response to axon injury
GO:0048679,regulation of axon regeneration
GO:0048680,positive regulation of axon regeneration
GO:0048687,positive regulation of sprouting of injured axon
GO:0048690,regulation of axon extension involved in regeneration
GO:0048696,regulation of collateral sprouting in absence of injury
GO:0048701,embryonic cranial skeleton morphogenesis
GO:0048703,embryonic viscerocranium morphogenesis
GO:0048707,instar larval or pupal morphogenesis
GO:0048709,oligodendrocyte differentiation
GO:0048729,tissue morphogenesis
GO:0048731,system development
GO:0048733,sebaceous gland development
GO:0048741,skeletal muscle fiber development
GO:0048742,regulation of skeletal muscle fiber development
GO:0048743,positive regulation of skeletal muscle fiber development
GO:0048767,root hair elongation
GO:0048786,presynaptic active zone
GO:0048793,pronephros development
GO:0048812,neuron projection morphogenesis
GO:0048813,dendrite morphogenesis
GO:0048821,erythrocyte development
GO:0048827,phyllome development
GO:0048841,regulation of axon extension involved in axon guidance
GO:0048854,brain morphogenesis
GO:0048856,anatomical structure development
GO:0048863,stem cell differentiation
GO:0048868,pollen tube development
GO:0048869,cellular developmental process
GO:0048870,cell motility
GO:0048872,homeostasis of number of cells
GO:0048873,homeostasis of number of cells within a tissue
GO:0050043,lactate racemase activity
GO:0050048,L-leucine:2-oxoglutarate aminotransferase activity
GO:0050072,m7G(5')pppN diphosphatase activity
GO:0050136,"NADH dehydrogenase (quinone) activity"
GO:0050145,nucleoside monophosphate kinase activity
GO:0050152,omega-amidase activity
GO:0050155,ornithine(lysine) transaminase activity
GO:0050233,pyranose oxidase activity
GO:0050303,lysine 6-dehydrogenase activity
GO:0050311,sulfite reductase (ferredoxin) activity
GO:0050313,sulfur dioxygenase activity
GO:0050321,tau-protein kinase activity
GO:0050343,trans-2-enoyl-CoA reductase (NAD+) activity
GO:0050354,triokinase activity
GO:0050377,"UDP-glucose 4,6-dehydratase activity"
GO:0050421,nitrite reductase (NO-forming) activity
GO:0050429,calcium-dependent phospholipase C activity
GO:0050434,positive regulation of viral transcription
GO:0050463,nitrate reductase [NAD(P)H] activity
GO:0050464,nitrate reductase (NADPH) activity
GO:0050483,IMP 5'-nucleotidase activity
GO:0050518,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
GO:0050560,aspartate-tRNA(Asn) ligase activity
GO:0050561,glutamate-tRNA(Gln) ligase activity
GO:0050566,asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0050574,2-(R)-hydroxypropyl-CoM dehydrogenase activity
GO:0050580,"2,5-didehydrogluconate reductase activity"
GO:0050614,delta24-sterol reductase activity
GO:0050632,propionyl-CoA C2-trimethyltridecanoyltransferase activity
GO:0050633,acetyl-CoA C-myristoyltransferase activity
GO:0050657,nucleic acid transport
GO:0050658,RNA transport
GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor"
GO:0050665,hydrogen peroxide biosynthetic process
GO:0050667,homocysteine metabolic process
GO:0050684,regulation of mRNA processing
GO:0050688,regulation of defense response to virus
GO:0050691,regulation of defense response to virus by host
GO:0050699,WW domain binding
GO:0050714,positive regulation of protein secretion
GO:0050727,regulation of inflammatory response
GO:0050728,negative regulation of inflammatory response
GO:0050729,positive regulation of inflammatory response
GO:0050765,negative regulation of phagocytosis
GO:0050766,positive regulation of phagocytosis
