MMETSP_ID,JGI_ID,Percent_Identity,Annotations
GBG25231.1,28760,66.2,"GBG25231.1 Troponin C, slow skeletal and cardiac muscles [Hondaea fermentalgiana]"
GBG25237.1,28768,69.4,GBG25237.1 Hypothetical Protein FCC1311_014542 [Hondaea fermentalgiana]
GBG33589.1,28770,50.4,GBG33589.1 Hypothetical Protein FCC1311_098122 [Hondaea fermentalgiana]
GBG32812.1,28782,64.2,GBG32812.1 Coatomer subunit beta'-1 [Hondaea fermentalgiana]
GBG32816.1,28787,53.1,GBG32816.1 Beta-lactamase domain-containing protein 2 [Hondaea fermentalgiana]
GBG32821.1,28793,46.3,GBG32821.1 Hypothetical Protein FCC1311_090462 [Hondaea fermentalgiana]
GBG23970.1,28801,69.3,GBG23970.1 Hypothetical Protein FCC1311_001892 [Hondaea fermentalgiana]
GBG23935.1,28806,52,GBG23935.1 Sensory neuron membrane protein 1 [Hondaea fermentalgiana]
GBG23944.1,28816,30,GBG23944.1 Hypothetical Protein FCC1311_001632 [Hondaea fermentalgiana]
GBG28837.1,2881,49,GBG28837.1 Peroxisomal membrane protein PEX14 [Hondaea fermentalgiana]
GBG23955.1,28829,50.7,GBG23955.1 Hypothetical Protein FCC1311_001742 [Hondaea fermentalgiana]
GBG28837.1,2882,62.6,GBG28837.1 Peroxisomal membrane protein PEX14 [Hondaea fermentalgiana]
GBG28836.1,2883,71.8,GBG28836.1 Glutathione S-transferase omega-like 2 [Hondaea fermentalgiana]
GBG23931.1,28845,52,GBG23931.1 Zinc metalloproteinase-disintegrin-like cobrin [Hondaea fermentalgiana]
GBG23912.1,28870,62.8,"GBG23912.1 cGMP-dependent 3',5'-cGMP phosphodiesterase A [Hondaea fermentalgiana]"
GBG23903.1,28874,61.8,GBG23903.1 Hypothetical Protein FCC1311_001222 [Hondaea fermentalgiana]
GBG34704.1,28875,39.1,GBG34704.1 Zinc metalloproteinase/disintegrin [Hondaea fermentalgiana]
GBG28833.1,2887,44.2,GBG28833.1 DNA-apurinic or apyrimidinic site lyase [Hondaea fermentalgiana]
GBG34710.1,28881,27.8,GBG34710.1 Hypothetical Protein FCC1311_109322 [Hondaea fermentalgiana]
GBG31716.1,28885,70.7,GBG31716.1 DNA polymerase alpha catalytic subunit [Hondaea fermentalgiana]
GBG27347.1,28891,58.9,GBG27347.1 Potassium voltage-gated channel subfamily H member 6 [Hondaea fermentalgiana]
GBG27343.1,28895,63.2,GBG27343.1 Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 [Hondaea fermentalgiana]
GBG27333.1,28907,60.5,GBG27333.1 Breast cancer type 2 susceptibility protein-like [Hondaea fermentalgiana]
GBG27326.1,28915,59.5,GBG27326.1 Hypothetical Protein FCC1311_035482 [Hondaea fermentalgiana]
GBG27321.1,28922,70.6,GBG27321.1 Tectonin beta-propeller repeat-containing protein 1 [Hondaea fermentalgiana]
GBG27314.1,28931,62,GBG27314.1 Hypothetical Protein FCC1311_035362 [Hondaea fermentalgiana]
GBG27307.1,28939,66.9,GBG27307.1 Hypothetical Protein FCC1311_035292 [Hondaea fermentalgiana]
GBG27303.1,28945,39.9,GBG27303.1 Hypothetical Protein FCC1311_035252 [Hondaea fermentalgiana]
GBG27298.1,28951,46.4,GBG27298.1 Hypothetical Protein FCC1311_035202 [Hondaea fermentalgiana]
GBG31837.1,28968,47.7,GBG31837.1 Hypothetical Protein FCC1311_080622 [Hondaea fermentalgiana]
GBG28823.1,2898,64.4,GBG28823.1 Hypothetical Protein FCC1311_050442 [Hondaea fermentalgiana]
GBG27188.1,289,41.6,GBG27188.1 Hypothetical Protein FCC1311_034112 [Hondaea fermentalgiana]
GBG28430.1,29001,74.1,GBG28430.1 Hypothetical Protein FCC1311_046532 [Hondaea fermentalgiana]
GBG28422.1,29011,50.1,GBG28422.1 LisH domain-containing protein ARMC9 [Hondaea fermentalgiana]
GBG28398.1,29034,87.4,GBG28398.1 Hypothetical Protein FCC1311_046212 [Hondaea fermentalgiana]
XP_005835432.1,29050,27.3,XP_005835432.1 hypothetical protein GUITHDRAFT_105599 [Guillardia theta CCMP2712]
GBG28385.1,29054,44.7,GBG28385.1 Hypothetical Protein FCC1311_046082 [Hondaea fermentalgiana]
GBG28358.1,29081,61.9,GBG28358.1 Hypothetical Protein FCC1311_045812 [Hondaea fermentalgiana]
GBG28356.1,29083,84.9,GBG28356.1 Zinc finger CCCH domain-containing protein 17 [Hondaea fermentalgiana]
GBG27188.1,290,82.5,GBG27188.1 Hypothetical Protein FCC1311_034112 [Hondaea fermentalgiana]
GBG28338.1,29101,52,GBG28338.1 Tubulin beta chain [Hondaea fermentalgiana]
GBG28338.1,29102,39,GBG28338.1 Tubulin beta chain [Hondaea fermentalgiana]
GBG28333.1,29109,55.5,GBG28333.1 Hypothetical Protein FCC1311_045562 [Hondaea fermentalgiana]
GBG28318.1,29125,62.1,GBG28318.1 Nicotinamidase [Hondaea fermentalgiana]
GBG28313.1,29131,38.2,GBG28313.1 Hypothetical Protein FCC1311_045362 [Hondaea fermentalgiana]
GBG28313.1,29132,27.2,GBG28313.1 Hypothetical Protein FCC1311_045362 [Hondaea fermentalgiana]
GBG28291.1,29157,44.5,GBG28291.1 Hypothetical Protein FCC1311_045142 [Hondaea fermentalgiana]
GBG28287.1,29161,42.8,GBG28287.1 Hypothetical Protein FCC1311_045102 [Hondaea fermentalgiana]
GBG28278.1,29170,57.9,GBG28278.1 Regulator of G-protein signaling 21 [Hondaea fermentalgiana]
GBG28277.1,29172,43.6,GBG28277.1 Gamma-aminobutyric acid type B receptor subunit 2 [Hondaea fermentalgiana]
GBG28273.1,29176,35.9,GBG28273.1 Nucleotide-binding oligomerization domain-containing protein 2 [Hondaea fermentalgiana]
GBG28272.1,29177,61.1,GBG28272.1 Hypothetical Protein FCC1311_044952 [Hondaea fermentalgiana]
GBG28271.1,29178,68.2,GBG28271.1 Regulator of nonsense transcripts 1-like [Hondaea fermentalgiana]
GBG28239.1,29185,36.4,GBG28239.1 Adenylate cyclase type 10 [Hondaea fermentalgiana]
GBG29909.1,29186,23.8,GBG29909.1 Hypothetical Protein FCC1311_061292 [Hondaea fermentalgiana]
GBG28261.1,29189,38.8,GBG28261.1 Hypothetical Protein FCC1311_044842 [Hondaea fermentalgiana]
GBG29667.1,2918,46.3,"GBG29667.1 Hypothetical Protein FCC1311_058882, partial [Hondaea fermentalgiana]"
GBG28250.1,29199,63.1,GBG28250.1 Calmodulin [Hondaea fermentalgiana]
GBG29667.1,2919,49.3,"GBG29667.1 Hypothetical Protein FCC1311_058882, partial [Hondaea fermentalgiana]"
GBG28245.1,29203,47.4,GBG28245.1 Hypothetical Protein FCC1311_044682 [Hondaea fermentalgiana]
GBG28243.1,29205,52.5,GBG28243.1 Hypothetical Protein FCC1311_044662 [Hondaea fermentalgiana]
GBG29667.1,2920,49.6,"GBG29667.1 Hypothetical Protein FCC1311_058882, partial [Hondaea fermentalgiana]"
GBG28239.1,29212,56.1,GBG28239.1 Adenylate cyclase type 10 [Hondaea fermentalgiana]
GBG28237.1,29215,61.3,GBG28237.1 Calmodulin-related protein [Hondaea fermentalgiana]
GBG29667.1,2921,43.3,"GBG29667.1 Hypothetical Protein FCC1311_058882, partial [Hondaea fermentalgiana]"
GBG28223.1,29237,52.8,GBG28223.1 F-box/LRR-repeat protein 20 [Hondaea fermentalgiana]
GBG28210.1,29244,67.9,GBG28210.1 Hypothetical Protein FCC1311_044332 [Hondaea fermentalgiana]
GBG28206.1,29249,36.8,GBG28206.1 Hypothetical Protein FCC1311_044292 [Hondaea fermentalgiana]
GBG33424.1,29285,55.3,GBG33424.1 Hypothetical Protein FCC1311_096472 [Hondaea fermentalgiana]
NXR85464.1,29286,32.7,NXR85464.1 KPCI kinase [Hypocryptadius cinnamomeus]
NXT20138.1,29286,32.7,NXT20138.1 KPCI kinase [Syrrhaptes paradoxus]
GBG27189.1,292,48.4,GBG27189.1 Pumilio-like 1 [Hondaea fermentalgiana]
GBG32906.1,29301,71.8,GBG32906.1 Glutathione synthetase [Hondaea fermentalgiana]
GBG32900.1,29307,65.8,GBG32900.1 Cilia- and flagella-associated protein 61 [Hondaea fermentalgiana]
GBG34737.1,29313,66.1,GBG34737.1 Hypothetical Protein FCC1311_109592 [Hondaea fermentalgiana]
GBG34726.1,29326,41.5,GBG34726.1 Serine/threonine-protein kinase ksp1 [Hondaea fermentalgiana]
GBG34871.1,29347,51.7,GBG34871.1 Hypothetical Protein FCC1311_110942 [Hondaea fermentalgiana]
GBG25790.1,29353,52.1,GBG25790.1 E3 ubiquitin-protein ligase TRIM17 [Hondaea fermentalgiana]
GBG25791.1,29354,66.1,"GBG25791.1 Hydroxyacylglutathione hydrolase, mitochondrial [Hondaea fermentalgiana]"
GBG25798.1,29362,33.2,GBG25798.1 Regulator of G-protein signaling 10 [Hondaea fermentalgiana]
GBG25783.1,29365,57.6,GBG25783.1 Hypothetical Protein FCC1311_020022 [Hondaea fermentalgiana]
GBG25774.1,29374,45.1,GBG25774.1 Hypothetical Protein FCC1311_019932 [Hondaea fermentalgiana]
GBG28806.1,2937,58.4,GBG28806.1 Hypothetical Protein FCC1311_050272 [Hondaea fermentalgiana]
GBG25764.1,29386,48.6,GBG25764.1 Hypothetical Protein FCC1311_019832 [Hondaea fermentalgiana]
GBG25723.1,29415,72.2,GBG25723.1 Hypothetical Protein FCC1311_019422 [Hondaea fermentalgiana]
GBG25722.1,29416,82.2,GBG25722.1 E3 ubiquitin-protein ligase TRIM71 [Hondaea fermentalgiana]
GBG25736.1,29422,69.5,GBG25736.1 Ataxin-2-like [Hondaea fermentalgiana]
GBG25742.1,29427,53,GBG25742.1 F-box only protein 15 [Hondaea fermentalgiana]
GBG25747.1,29433,52.1,GBG25747.1 Protein dispatched-like 1 [Hondaea fermentalgiana]
GBG25731.1,29435,62.3,GBG25731.1 Dimethylaniline monooxygenase N-oxide-forming 2 [Hondaea fermentalgiana]
GBG25733.1,29440,62.5,GBG25733.1 Hypothetical Protein FCC1311_019522 [Hondaea fermentalgiana]
GBG33291.1,29461,56.1,GBG33291.1 Hypothetical Protein FCC1311_095152 [Hondaea fermentalgiana]
GBG33479.1,29476,52,GBG33479.1 Hypothetical Protein FCC1311_097022 [Hondaea fermentalgiana]
GBG33483.1,29479,42.9,GBG33483.1 Hypothetical Protein FCC1311_097062 [Hondaea fermentalgiana]
GBG24988.1,29495,74.1,GBG24988.1 Ethylene-responsive transcription factor-like protein At4g13040 [Hondaea fermentalgiana]
GBG31725.1,29504,57.4,GBG31725.1 Hypothetical Protein FCC1311_079502 [Hondaea fermentalgiana]
GBG31714.1,29517,58.6,GBG31714.1 Hypothetical Protein FCC1311_079392 [Hondaea fermentalgiana]
GBG31711.1,29522,44,GBG31711.1 Hypothetical Protein FCC1311_079362 [Hondaea fermentalgiana]
GBG31710.1,29523,64.2,GBG31710.1 DNA replication complex GINS protein SLD5 [Hondaea fermentalgiana]
GBG31020.1,2955,77,GBG31020.1 Protein ABHD13 [Hondaea fermentalgiana]
GBG34752.1,29566,60.9,GBG34752.1 Armadillo repeat-containing protein 1 [Hondaea fermentalgiana]
GBG30253.1,29593,58.8,GBG30253.1 Hypothetical Protein FCC1311_064732 [Hondaea fermentalgiana]
GBG30281.1,29613,82.8,"GBG30281.1 Medium-chain specific acyl-CoA dehydrogenase, mitochondrial, partial [Hondaea fermentalgiana]"
GBG30275.1,29618,59.8,GBG30275.1 Hypothetical Protein FCC1311_064942 [Hondaea fermentalgiana]
GBG30285.1,29630,39.1,GBG30285.1 Hypothetical Protein FCC1311_065042 [Hondaea fermentalgiana]
GBG30297.1,29643,39.3,GBG30297.1 Methyltransferase-like protein 13 [Hondaea fermentalgiana]
GBG30299.1,29647,46.5,GBG30299.1 Hypothetical Protein FCC1311_065182 [Hondaea fermentalgiana]
GBG30300.1,29648,33.3,GBG30300.1 Hypothetical Protein FCC1311_065192 [Hondaea fermentalgiana]
GBG28774.1,2966,59.4,GBG28774.1 Hypothetical Protein FCC1311_049952 [Hondaea fermentalgiana]
GBG30323.1,29673,65,GBG30323.1 Hypothetical Protein FCC1311_065422 [Hondaea fermentalgiana]
GBG30331.1,29689,69.2,GBG30331.1 DNA-directed RNA polymerase III subunit RPC3 [Hondaea fermentalgiana]
GBG30334.1,29692,72.4,GBG30334.1 Tetratricopeptide repeat protein 39C [Hondaea fermentalgiana]
GBG30339.1,29698,54.8,GBG30339.1 Tubulin polyglutamylase TTLL5 [Hondaea fermentalgiana]
GBG27192.1,296,56.6,GBG27192.1 Hypothetical Protein FCC1311_034152 [Hondaea fermentalgiana]
GBG27497.1,29715,78.5,GBG27497.1 Hypothetical Protein FCC1311_037202 [Hondaea fermentalgiana]
GBG27503.1,29720,60.3,"GBG27503.1 Helicase, putative [Hondaea fermentalgiana]"
GBG27504.1,29723,32.2,GBG27504.1 cAMP-dependent protein kinase regulatory subunit [Hondaea fermentalgiana]
GBG27513.1,29734,48.1,GBG27513.1 Hypothetical Protein FCC1311_037362 [Hondaea fermentalgiana]
GBG27518.1,29739,63,GBG27518.1 Hypothetical Protein FCC1311_037412 [Hondaea fermentalgiana]
GBG27523.1,29746,46.6,GBG27523.1 Lipid-A-disaccharide synthase [Hondaea fermentalgiana]
GBG27533.1,29756,42.1,GBG27533.1 Reticulocyte-binding protein 2-like a [Hondaea fermentalgiana]
GBG27536.1,29760,45.2,GBG27536.1 AP2-like ethylene-responsive transcription factor TOE3 [Hondaea fermentalgiana]
GBG27540.1,29764,55,GBG27540.1 Hypothetical Protein FCC1311_037632 [Hondaea fermentalgiana]
GBG27541.1,29765,77.5,GBG27541.1 Hypothetical Protein FCC1311_037642 [Hondaea fermentalgiana]
GBG27544.1,29769,77,GBG27544.1 Molybdate transporter 1 [Hondaea fermentalgiana]
GBG27549.1,29774,37,GBG27549.1 Calcium-binding protein NCS-1 [Hondaea fermentalgiana]
GBG27553.1,29780,46.4,GBG27553.1 Hypothetical Protein FCC1311_037762 [Hondaea fermentalgiana]
GBG27554.1,29781,51.7,GBG27554.1 Hypothetical Protein FCC1311_037772 [Hondaea fermentalgiana]
GBG27558.1,29786,42,GBG27558.1 SCL-interrupting locus protein-like [Hondaea fermentalgiana]
GBG28783.1,2981,73.6,GBG28783.1 Sodium/bile acid cotransporter [Hondaea fermentalgiana]
GBG31756.1,29839,47.2,GBG31756.1 Hypothetical Protein FCC1311_079812 [Hondaea fermentalgiana]
GBG26212.1,29847,50.1,GBG26212.1 Hypothetical Protein FCC1311_024332 [Hondaea fermentalgiana]
GBG26227.1,29848,52.8,GBG26227.1 Hypothetical Protein FCC1311_024482 [Hondaea fermentalgiana]
GBG26238.1,29857,38.9,GBG26238.1 Protein hinderin [Hondaea fermentalgiana]
GBG26246.1,29867,43.5,GBG26246.1 Hypothetical Protein FCC1311_024672 [Hondaea fermentalgiana]
GBG26249.1,29871,67.4,GBG26249.1 Protein FAM49A [Hondaea fermentalgiana]
GBG26250.1,29872,69.3,GBG26250.1 Hypothetical Protein FCC1311_024712 [Hondaea fermentalgiana]
GBG26252.1,29874,68.5,GBG26252.1 Tubby protein-like [Hondaea fermentalgiana]
GBG26253.1,29875,47.3,GBG26253.1 Hypothetical Protein FCC1311_024742 [Hondaea fermentalgiana]
GBG26259.1,29878,31.4,GBG26259.1 Syntenin-1 [Hondaea fermentalgiana]
GBG26261.1,29880,44.2,GBG26261.1 Ryanodine receptor [Hondaea fermentalgiana]
GBG26265.1,29885,40.4,GBG26265.1 Hypothetical Protein FCC1311_024862 [Hondaea fermentalgiana]
GBG27194.1,298,63.7,"GBG27194.1 ATP-binding cassette sub-family D member 1, partial [Hondaea fermentalgiana]"
GBG26282.1,29906,51.5,GBG26282.1 Centrosomal protein of 78 kDa [Hondaea fermentalgiana]
GBG26052.1,2990,61.8,GBG26052.1 Hypothetical Protein FCC1311_022722 [Hondaea fermentalgiana]
GBG26286.1,29912,52.8,GBG26286.1 COMM domain-containing protein 2 [Hondaea fermentalgiana]
GBG26314.1,29930,48.2,GBG26314.1 Ran-binding protein 3-like [Hondaea fermentalgiana]
GBG26322.1,29938,60.7,GBG26322.1 Cyclin-H [Hondaea fermentalgiana]
GBG26312.1,29944,61.8,GBG26312.1 Peptide-N4-N-acetyl-beta-glucosaminylasparagine amidase A [Hondaea fermentalgiana]
GBG26306.1,29952,50.6,GBG26306.1 Hsp70-Hsp90 organizing protein 3 [Hondaea fermentalgiana]
GBG26330.1,29960,37.8,GBG26330.1 PRA1 family protein B6 [Hondaea fermentalgiana]
GBG32068.1,29979,33.8,GBG32068.1 Hypothetical Protein FCC1311_082932 [Hondaea fermentalgiana]
BBD75297.1,2999,59,BBD75297.1 lipase/phospholipase A1 [Aurantiochytrium limacinum]
GBG25831.1,2,44.3,GBG25831.1 Hypothetical Protein FCC1311_020502 [Hondaea fermentalgiana]
GBG32086.1,30004,60.5,GBG32086.1 Hypothetical Protein FCC1311_083112 [Hondaea fermentalgiana]
BBD75297.1,3000,60,BBD75297.1 lipase/phospholipase A1 [Aurantiochytrium limacinum]
GBG25163.1,30011,47.8,GBG25163.1 Hypothetical Protein FCC1311_013802 [Hondaea fermentalgiana]
GBG25158.1,30018,63.2,GBG25158.1 Transcription factor MYB3R-4 [Hondaea fermentalgiana]
GBG25148.1,30025,47.9,GBG25148.1 Pre-rRNA-processing protein IPI1 [Hondaea fermentalgiana]
XP_034937987.1,30033,25.4,XP_034937987.1 VPS35 endosomal protein sorting factor-like isoform X1 [Chelonus insularis]
GBG25935.1,30035,45.7,GBG25935.1 Cilia- and flagella-associated protein 65 [Hondaea fermentalgiana]
GBG25951.1,30054,54.2,GBG25951.1 Hypothetical Protein FCC1311_021712 [Hondaea fermentalgiana]
GBG25958.1,30056,46.2,GBG25958.1 Receptor expression-enhancing protein 1 [Hondaea fermentalgiana]
GBG25958.1,30057,60.2,GBG25958.1 Receptor expression-enhancing protein 1 [Hondaea fermentalgiana]
GBG27127.1,30077,42.4,GBG27127.1 Sperm-tail PG-rich repeat-containing protein 2 [Hondaea fermentalgiana]
GBG26070.1,3007,40.3,GBG26070.1 Hypothetical Protein FCC1311_022902 [Hondaea fermentalgiana]
GBG27133.1,30084,40.1,GBG27133.1 Hypothetical Protein FCC1311_033562 [Hondaea fermentalgiana]
GBG27144.1,30097,37.7,GBG27144.1 Cell division cycle protein 27-like [Hondaea fermentalgiana]
GBG26072.1,3009,54.4,GBG26072.1 Exocyst complex component SEC5A [Hondaea fermentalgiana]
GBG27120.1,30108,66.7,GBG27120.1 Basal body-orientation factor 1 [Hondaea fermentalgiana]
GBG26073.1,3010,71.4,GBG26073.1 Nitroreductase family protein [Hondaea fermentalgiana]
GBG26107.1,30114,74.6,GBG26107.1 Hypothetical Protein FCC1311_023272 [Hondaea fermentalgiana]
GBG26011.1,3013,39.6,GBG26011.1 Hypothetical Protein FCC1311_022312 [Hondaea fermentalgiana]
GBG26131.1,30142,54.8,GBG26131.1 Hypothetical Protein FCC1311_023512 [Hondaea fermentalgiana]
GBG26133.1,30144,39.4,GBG26133.1 RNA-binding protein Nova-2 [Hondaea fermentalgiana]
GBG26145.1,30159,56.6,"GBG26145.1 Alpha-1,2-mannosidase, putative [Hondaea fermentalgiana]"
GBG25345.1,3015,65,GBG25345.1 Hypothetical Protein FCC1311_015632 [Hondaea fermentalgiana]
XP_016605764.1,30173,23.7,XP_016605764.1 hypothetical protein SPPG_07186 [Spizellomyces punctatus DAOM BR117]
GBG26157.1,30179,80.3,GBG26157.1 Mitochondrial inner membrane protease ATP23-like [Hondaea fermentalgiana]
GBG26172.1,30194,68.8,GBG26172.1 Mediator of RNA polymerase II transcription subunit 14 [Hondaea fermentalgiana]
CDW90930.1,30202,23.9,CDW90930.1 UNKNOWN [Stylonychia lemnae]
GBG26178.1,30205,50.6,GBG26178.1 Ankyrin repeat and EF-hand domain-containing protein 1 [Hondaea fermentalgiana]
GBG26181.1,30212,69.3,GBG26181.1 Hypothetical Protein FCC1311_024022 [Hondaea fermentalgiana]
GBG26183.1,30214,52.1,GBG26183.1 Hypothetical Protein FCC1311_024042 [Hondaea fermentalgiana]
GBG26187.1,30217,47.4,GBG26187.1 Hypothetical Protein FCC1311_024082 [Hondaea fermentalgiana]
GBG26201.1,30227,33.7,GBG26201.1 Hypothetical Protein FCC1311_024222 [Hondaea fermentalgiana]
GBG26201.1,30228,75.7,GBG26201.1 Hypothetical Protein FCC1311_024222 [Hondaea fermentalgiana]
GBG32491.1,3022,76.8,GBG32491.1 DNA polymerase epsilon catalytic subunit A [Hondaea fermentalgiana]
GBG32843.1,30235,29.9,GBG32843.1 Hypothetical Protein FCC1311_090682 [Hondaea fermentalgiana]
GBG29390.1,30247,44.4,GBG29390.1 Hypothetical Protein FCC1311_056122 [Hondaea fermentalgiana]
GBG26222.1,30253,62,GBG26222.1 Protein SET DOMAIN GROUP 40 [Hondaea fermentalgiana]
GBG32488.1,3025,55.8,GBG32488.1 YTH domain-containing family protein 2 [Hondaea fermentalgiana]
GBG29370.1,30270,56,GBG29370.1 Calcium-binding protein M [Hondaea fermentalgiana]
GBG29372.1,30272,46.7,GBG29372.1 Hypothetical Protein FCC1311_055942 [Hondaea fermentalgiana]
GBG34927.1,30279,28.7,GBG34927.1 Hypothetical Protein FCC1311_111502 [Hondaea fermentalgiana]
GBG32485.1,3027,36.4,GBG32485.1 Hypothetical Protein FCC1311_087102 [Hondaea fermentalgiana]
GBG29378.1,30280,32.8,GBG29378.1 Hypothetical Protein FCC1311_056002 [Hondaea fermentalgiana]
GBG29359.1,30294,56.6,GBG29359.1 Hypothetical Protein FCC1311_055812 [Hondaea fermentalgiana]
GBG29358.1,30295,50.5,GBG29358.1 Nuclear speckle splicing regulatory protein 1 [Hondaea fermentalgiana]
GBG29356.1,30297,60.9,GBG29356.1 Hypothetical Protein FCC1311_055782 [Hondaea fermentalgiana]
GBG29353.1,30300,79.5,GBG29353.1 Tubulin--tyrosine ligase [Hondaea fermentalgiana]
GBG29346.1,30306,54.8,GBG29346.1 Hypothetical Protein FCC1311_055682 [Hondaea fermentalgiana]
GBG29340.1,30313,54.8,GBG29340.1 Hypothetical Protein FCC1311_055622 [Hondaea fermentalgiana]
GBG29326.1,30333,42.9,GBG29326.1 Hypothetical Protein FCC1311_055482 [Hondaea fermentalgiana]
GBG29319.1,30339,70.2,GBG29319.1 Hypothetical Protein FCC1311_055412 [Hondaea fermentalgiana]
GBG33678.1,30355,37.5,GBG33678.1 Hypothetical Protein FCC1311_099012 [Hondaea fermentalgiana]
GBG33670.1,30362,83.5,GBG33670.1 Hypothetical Protein FCC1311_098932 [Hondaea fermentalgiana]
GBG33669.1,30363,52.5,GBG33669.1 PIH1 domain-containing protein 2 [Hondaea fermentalgiana]
GBG32479.1,3036,58.9,GBG32479.1 E3 ubiquitin-protein ligase BRE1 [Hondaea fermentalgiana]
GBG30201.1,30373,40.9,GBG30201.1 Hypothetical Protein FCC1311_064212 [Hondaea fermentalgiana]
GBG25005.1,30388,44.9,GBG25005.1 Hypothetical Protein FCC1311_012222 [Hondaea fermentalgiana]
GBG32497.1,3038,63.7,GBG32497.1 Hypothetical Protein FCC1311_087222 [Hondaea fermentalgiana]
GBG25027.1,30401,73.9,GBG25027.1 Methionine import ATP-binding protein MetN [Hondaea fermentalgiana]
GBG25030.1,30405,52.8,GBG25030.1 Hypothetical Protein FCC1311_012472 [Hondaea fermentalgiana]
GBG25030.1,30406,52.2,GBG25030.1 Hypothetical Protein FCC1311_012472 [Hondaea fermentalgiana]
GBG25031.1,30407,39.4,GBG25031.1 Hypothetical Protein FCC1311_012482 [Hondaea fermentalgiana]
GBG34890.1,30414,46.2,GBG34890.1 Hypothetical Protein FCC1311_111132 [Hondaea fermentalgiana]
GBG27110.1,30439,58.1,GBG27110.1 Tiny macrocysts protein C [Hondaea fermentalgiana]
GBG32504.1,3046,57.7,GBG32504.1 AP-4 complex accessory subunit Tepsin [Hondaea fermentalgiana]
GBG27073.1,30471,67.6,GBG27073.1 Hypothetical Protein FCC1311_032962 [Hondaea fermentalgiana]
GBG27072.1,30472,57.7,GBG27072.1 Coiled-coil domain-containing protein 63 [Hondaea fermentalgiana]
GBG27071.1,30473,51.7,"GBG27071.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG27058.1,30480,54,GBG27058.1 Protein pns1 [Hondaea fermentalgiana]
GBG27054.1,30483,48.1,GBG27054.1 Zinc finger CCCH domain-containing protein 62 [Hondaea fermentalgiana]
GBG27061.1,30492,44.6,GBG27061.1 Hypothetical Protein FCC1311_032842 [Hondaea fermentalgiana]
GBG27064.1,30495,34.9,GBG27064.1 E3 ubiquitin-protein ligase MYLIP [Hondaea fermentalgiana]
GBG27042.1,30508,48.4,GBG27042.1 Hypothetical Protein FCC1311_032652 [Hondaea fermentalgiana]
GBG27043.1,30510,56.8,GBG27043.1 Hypothetical Protein FCC1311_032662 [Hondaea fermentalgiana]
GBG27042.1,30511,52.1,GBG27042.1 Hypothetical Protein FCC1311_032652 [Hondaea fermentalgiana]
