From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
GBG28244.1	A0A2R5GK50	unreviewed	A0A2R5GK50_9STRA	Phosphatidylinositol 4-kinase gamma 2	FCC1311_031051	Hondaea fermentalgiana	537		FCC1311_031051		
GBG28243.1	A0A2R5GHW1	unreviewed	A0A2R5GHW1_9STRA	EF-hand domain-containing protein	FCC1311_044662	Hondaea fermentalgiana	246		FCC1311_044662		
GBG28242.1	A0A2R5GB63	unreviewed	A0A2R5GB63_9STRA	Integral membrane protein GPR180	FCC1311_044652	Hondaea fermentalgiana	507		FCC1311_044652		
GBG28241.1	A0A2R5GIX4	unreviewed	A0A2R5GIX4_9STRA	Type-1 glutamine synthetase 1	FCC1311_044642	Hondaea fermentalgiana	335		FCC1311_044642		
GBG28240.1	A0A2R5GB58	unreviewed	A0A2R5GB58_9STRA	Protein dpy-30-like	FCC1311_044632	Hondaea fermentalgiana	98		FCC1311_044632		
GBG28239.1	A0A2R5GD57	unreviewed	A0A2R5GD57_9STRA	Adenylate cyclase type 10	FCC1311_044622	Hondaea fermentalgiana	3067		FCC1311_044622		
GBG28238.1	A0A2R5GER1	unreviewed	A0A2R5GER1_9STRA	Protein kinase, putative	FCC1311_044612	Hondaea fermentalgiana	480		FCC1311_044612		
GBG28237.1	A0A2R5GB66	unreviewed	A0A2R5GB66_9STRA	Calmodulin-related protein	FCC1311_044602	Hondaea fermentalgiana	1169		FCC1311_044602		
GBG28236.1	A0A2R5GB48	unreviewed	A0A2R5GB48_9STRA	Endoglycoceramidase	FCC1311_044592	Hondaea fermentalgiana	1278		FCC1311_044592		
GBG28235.1	A0A2R5GCF2	unreviewed	A0A2R5GCF2_9STRA	snRNA-activating protein complex subunit 5	FCC1311_044582	Hondaea fermentalgiana	182		FCC1311_044582		
GBG28234.1	A0A2R5GK42	unreviewed	A0A2R5GK42_9STRA	Transmembrane protein 19	FCC1311_044572	Hondaea fermentalgiana	289		FCC1311_044572		
GBG28233.1	A0A2R5GHV2	unreviewed	A0A2R5GHV2_9STRA	Calmodulin-related protein	FCC1311_044562	Hondaea fermentalgiana	174		FCC1311_044562		
GBG28232.1	A0A2R5GB55	unreviewed	A0A2R5GB55_9STRA	Pyridoxal 5'-phosphate synthase subunit PDX1	FCC1311_044552	Hondaea fermentalgiana	310		FCC1311_044552		
GBG28231.1	A0A2R5GIW4	unreviewed	A0A2R5GIW4_9STRA	15-hydroxyprostaglandin dehydrogenase NAD	FCC1311_065861	Hondaea fermentalgiana	273		FCC1311_065861		
GBG28230.1	A0A2R5GB50	unreviewed	A0A2R5GB50_9STRA	Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase)	FCC1311_044532	Hondaea fermentalgiana	335		FCC1311_044532		
GBG28229.1	A0A2R5GD29	unreviewed	A0A2R5GD29_9STRA	Ammonium transporter	FCC1311_044522	Hondaea fermentalgiana	517		FCC1311_044522		
GBG28228.1	A0A2R5GEQ4	unreviewed	A0A2R5GEQ4_9STRA	Mitogen-activated protein kinase kinase kinase 2	FCC1311_044512	Hondaea fermentalgiana	795		FCC1311_044512		
GBG28227.1	A0A2R5GB56	unreviewed	A0A2R5GB56_9STRA	Ankyrin repeat and protein kinase domain-containing protein 1	FCC1311_044502	Hondaea fermentalgiana	1154		FCC1311_044502		
GBG28226.1	A0A2R5GB39	unreviewed	A0A2R5GB39_9STRA	porphobilinogen synthase (EC 4.2.1.24) (Porphobilinogen synthase)	FCC1311_044492	Hondaea fermentalgiana	345		FCC1311_044492		
GBG28225.1	A0A2R5GCE4	unreviewed	A0A2R5GCE4_9STRA	50S ribosomal protein L2, chloroplastic	FCC1311_044482	Hondaea fermentalgiana	255		FCC1311_044482		
GBG28224.1	A0A2R5GK32	unreviewed	A0A2R5GK32_9STRA	tRNA 4-demethylwyosine synthase (AdoMet-dependent) (EC 4.1.3.44)	FCC1311_044472	Hondaea fermentalgiana	701		FCC1311_044472		
GBG28223.1	A0A2R5GHU2	unreviewed	A0A2R5GHU2_9STRA	F-box/LRR-repeat protein 20	FCC1311_044462	Hondaea fermentalgiana	544		FCC1311_044462		
GBG28222.1	A0A2R5GB47	unreviewed	A0A2R5GB47_9STRA	Calmodulin	FCC1311_044452	Hondaea fermentalgiana	150		FCC1311_044452		
GBG28221.1	A0A2R5GIV6	unreviewed	A0A2R5GIV6_9STRA	H(+)-transporting two-sector ATPase (EC 7.1.2.2)	FCC1311_044442	Hondaea fermentalgiana	618		FCC1311_044442		
GBG28220.1	A0A2R5GB43	unreviewed	A0A2R5GB43_9STRA	V-type proton ATPase proteolipid subunit	FCC1311_007471	Hondaea fermentalgiana	175		FCC1311_007471		
GBG28219.1	A0A2R5GD18	unreviewed	A0A2R5GD18_9STRA	Myosin-12	FCC1311_044422	Hondaea fermentalgiana	1654		FCC1311_044422		
GBG28218.1	A0A2R5GEP6	unreviewed	A0A2R5GEP6_9STRA	LemA family protein	FCC1311_044412	Hondaea fermentalgiana	168		FCC1311_044412		
GBG28217.1	A0A2R5GB44	unreviewed	A0A2R5GB44_9STRA	NADH dehydrogenase ubiquinone flavoprotein 2, mitochondrial	FCC1311_044402	Hondaea fermentalgiana	262		FCC1311_044402		
GBG28216.1	A0A2R5GB33	unreviewed	A0A2R5GB33_9STRA	Ankyrin repeat domain-containing protein 2	FCC1311_044392	Hondaea fermentalgiana	287		FCC1311_044392		
GBG28215.1	A0A2R5GCC6	unreviewed	A0A2R5GCC6_9STRA	Myosin-2A	FCC1311_044382	Hondaea fermentalgiana	1380		FCC1311_044382		
GBG28214.1	A0A2R5GK25	unreviewed	A0A2R5GK25_9STRA	V-type proton ATPase subunit G	FCC1311_044372	Hondaea fermentalgiana	116		FCC1311_044372		
GBG28213.1	A0A2R5GHT3	unreviewed	A0A2R5GHT3_9STRA	Argininosuccinate lyase	FCC1311_044362	Hondaea fermentalgiana	507		FCC1311_044362		
GBG28212.1	A0A2R5GB26	unreviewed	A0A2R5GB26_9STRA	Dynein heavy chain 2, axonemal	FCC1311_044352	Hondaea fermentalgiana	5011		FCC1311_044352		
GBG28211.1	A0A2R5GIU7	unreviewed	A0A2R5GIU7_9STRA	Tetratricopeptide repeat protein 21B	FCC1311_044342	Hondaea fermentalgiana	1388		FCC1311_044342		
GBG28210.1	A0A2R5GB36	unreviewed	A0A2R5GB36_9STRA	Tektin	FCC1311_044332	Hondaea fermentalgiana	106		FCC1311_044332		
GBG28209.1	A0A2R5GD15	unreviewed	A0A2R5GD15_9STRA	Leucine-rich repeat-containing protein 43	FCC1311_044322	Hondaea fermentalgiana	524		FCC1311_044322		
GBG28208.1	A0A2R5GEN8	unreviewed	A0A2R5GEN8_9STRA	Esterase OVCA2	FCC1311_076211	Hondaea fermentalgiana	657		FCC1311_076211		
GBG28207.1	A0A2R5GB22	unreviewed	A0A2R5GB22_9STRA	DNA repair protein, putative	FCC1311_044302	Hondaea fermentalgiana	1027		FCC1311_044302		
GBG28206.1	A0A2R5GB16	unreviewed	A0A2R5GB16_9STRA	Thioredoxin-like_fold domain-containing protein	FCC1311_044292	Hondaea fermentalgiana	247		FCC1311_044292		
GBG28205.1	A0A2R5GCC0	unreviewed	A0A2R5GCC0_9STRA	Secretory carrier-associated membrane protein 3	FCC1311_044282	Hondaea fermentalgiana	1538		FCC1311_044282		
GBG28204.1	A0A2R5GK15	unreviewed	A0A2R5GK15_9STRA	Xenotropic and polytropic retrovirus receptor 1-like	FCC1311_044272	Hondaea fermentalgiana	752		FCC1311_044272		
GBG28203.1	A0A2R5GHS8	unreviewed	A0A2R5GHS8_9STRA	Apple domain-containing protein	FCC1311_044262	Hondaea fermentalgiana	234		FCC1311_044262		
GBG28202.1	A0A2R5GB17	unreviewed	A0A2R5GB17_9STRA	Ankyrin repeat domain-containing protein 6	FCC1311_044252	Hondaea fermentalgiana	385		FCC1311_044252		
GBG28201.1	A0A2R5GIT6	unreviewed	A0A2R5GIT6_9STRA	Rho GTPase activating protein, putative	FCC1311_044242	Hondaea fermentalgiana	647		FCC1311_044242		
GBG28200.1	A0A2R5GB21	unreviewed	A0A2R5GB21_9STRA	Importin subunit alpha	FCC1311_044232	Hondaea fermentalgiana	774		FCC1311_044232		
GBG28199.1	A0A2R5GD12	unreviewed	A0A2R5GD12_9STRA	E3 ubiquitin-protein ligase SHPRH	FCC1311_044222	Hondaea fermentalgiana	1744		FCC1311_044222		
GBG28198.1	A0A2R5GEL8	unreviewed	A0A2R5GEL8_9STRA	Kinesin light chain	FCC1311_044212	Hondaea fermentalgiana	1008		FCC1311_044212		
GBG28197.1	A0A2R5GB20	unreviewed	A0A2R5GB20_9STRA	17.9 kDa class I heat shock protein	FCC1311_044202	Hondaea fermentalgiana	143		FCC1311_044202		
GBG28196.1	A0A2R5GAZ8	unreviewed	A0A2R5GAZ8_9STRA	Protein kinase domain-containing protein	FCC1311_044192	Hondaea fermentalgiana	493		FCC1311_044192		
GBG28195.1	A0A2R5GCB1	unreviewed	A0A2R5GCB1_9STRA	CRIM domain-containing protein	FCC1311_044182	Hondaea fermentalgiana	434		FCC1311_044182		
GBG28194.1	A0A2R5GK06	unreviewed	A0A2R5GK06_9STRA	Prostaglandin F synthase	FCC1311_044172	Hondaea fermentalgiana	265		FCC1311_044172		
GBG28193.1	A0A2R5GHR9	unreviewed	A0A2R5GHR9_9STRA	Reelin domain-containing protein	FCC1311_044162	Hondaea fermentalgiana	370		FCC1311_044162		
GBG28192.1	A0A2R5GB01	unreviewed	A0A2R5GB01_9STRA	Transmembrane protein	FCC1311_044152	Hondaea fermentalgiana	443		FCC1311_044152		
GBG28191.1	A0A2R5GIS4	unreviewed	A0A2R5GIS4_9STRA	Protein N-lysine methyltransferase METTL21A	FCC1311_044142	Hondaea fermentalgiana	851		FCC1311_044142		
GBG28190.1	A0A2R5GB10	unreviewed	A0A2R5GB10_9STRA	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	FCC1311_044132	Hondaea fermentalgiana	1440		FCC1311_044132		
GBG28189.1	A0A2R5GD02	unreviewed	A0A2R5GD02_9STRA	T-complex protein 1 subunit delta	FCC1311_044122	Hondaea fermentalgiana	527		FCC1311_044122		
GBG28188.1	A0A2R5GEL2	unreviewed	A0A2R5GEL2_9STRA	Uncharacterized protein	FCC1311_044112	Hondaea fermentalgiana	107		FCC1311_044112		
GBG28187.1	A0A2R5GB04	unreviewed	A0A2R5GB04_9STRA	SWIM-type domain-containing protein	FCC1311_044102	Hondaea fermentalgiana	446		FCC1311_044102		
GBG28186.1	A0A2R5GAZ3	unreviewed	A0A2R5GAZ3_9STRA	Lateral signaling target protein 2-like	FCC1311_044092	Hondaea fermentalgiana	293		FCC1311_044092		
GBG28185.1	A0A2R5GCA3	unreviewed	A0A2R5GCA3_9STRA	CCDC66 domain-containing protein	FCC1311_044082	Hondaea fermentalgiana	1194		FCC1311_044082		
GBG28184.1	A0A2R5GJZ6	unreviewed	A0A2R5GJZ6_9STRA	Charged multivesicular body protein 1	FCC1311_044072	Hondaea fermentalgiana	205		FCC1311_044072		
GBG28183.1	A0A2R5GHQ9	unreviewed	A0A2R5GHQ9_9STRA	Ankyrin repeat domain-containing protein 1	FCC1311_044062	Hondaea fermentalgiana	795		FCC1311_044062		
GBG28182.1	A0A2R5GAY7	unreviewed	A0A2R5GAY7_9STRA	tRNA pseudouridine(55) synthase (EC 5.4.99.25)	FCC1311_044052	Hondaea fermentalgiana	346		FCC1311_044052		
GBG28181.1	A0A2R5GIR5	unreviewed	A0A2R5GIR5_9STRA	Pleckstrin-likey domain-containing family D member 1	FCC1311_044042	Hondaea fermentalgiana	319		FCC1311_044042		
GBG28180.1	A0A2R5GB06	unreviewed	A0A2R5GB06_9STRA	Cyclin-Y-like protein 1	FCC1311_044032	Hondaea fermentalgiana	442		FCC1311_044032		
GBG28179.1	A0A2R5GCZ3	unreviewed	A0A2R5GCZ3_9STRA	Outer dynein arm protein 1	FCC1311_044022	Hondaea fermentalgiana	868		FCC1311_044022		
GBG28178.1	A0A2R5GEK1	unreviewed	A0A2R5GEK1_9STRA	cGMP-specific 3',5'-cyclic phosphodiesterase	FCC1311_044012	Hondaea fermentalgiana	507		FCC1311_044012		
GBG28177.1	A0A2R5GAZ1	unreviewed	A0A2R5GAZ1_9STRA	ABC transporter ATP-binding protein	FCC1311_077461	Hondaea fermentalgiana	751		FCC1311_077461		
GBG28176.1	A0A2R5GAY3	unreviewed	A0A2R5GAY3_9STRA	Pre-mRNA-splicing factor clf1	FCC1311_043992	Hondaea fermentalgiana	708		FCC1311_043992		
GBG28175.1	A0A2R5GC95	unreviewed	A0A2R5GC95_9STRA	Ubiquitin conjugating enzyme E2 J2	FCC1311_043982	Hondaea fermentalgiana	77		FCC1311_043982		
GBG28174.1	A0A2R5GJY6	unreviewed	A0A2R5GJY6_9STRA	amino-acid N-acetyltransferase (EC 2.3.1.1)	FCC1311_043972	Hondaea fermentalgiana	740		FCC1311_043972		
GBG28173.1	A0A2R5GHP8	unreviewed	A0A2R5GHP8_9STRA	RGS domain-containing protein	FCC1311_043962	Hondaea fermentalgiana	668		FCC1311_043962		
GBG28172.1	A0A2R5GAX9	unreviewed	A0A2R5GAX9_9STRA	Transmembrane protein	FCC1311_043952	Hondaea fermentalgiana	607		FCC1311_043952		
GBG28171.1	A0A2R5GIQ4	unreviewed	A0A2R5GIQ4_9STRA	Protein arginine N-methyltransferase 7	FCC1311_043942	Hondaea fermentalgiana	543		FCC1311_043942		
GBG28170.1	A0A2R5GAZ0	unreviewed	A0A2R5GAZ0_9STRA	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	FCC1311_043932	Hondaea fermentalgiana	489		FCC1311_043932		
GBG28169.1	A0A2R5GCX2	unreviewed	A0A2R5GCX2_9STRA	E3 ubiquitin-protein ligase HECTD3	FCC1311_043922	Hondaea fermentalgiana	5073		FCC1311_043922		
GBG28168.1	A0A2R5GEJ4	unreviewed	A0A2R5GEJ4_9STRA	Ras-related protein Rab-8A	FCC1311_043912	Hondaea fermentalgiana	776		FCC1311_043912		
GBG28167.1	A0A2R5GAY1	unreviewed	A0A2R5GAY1_9STRA	G-protein coupled receptor 1	FCC1311_043902	Hondaea fermentalgiana	416		FCC1311_043902		
GBG28166.1	A0A2R5GAW8	unreviewed	A0A2R5GAW8_9STRA	Cyclic AMP receptor 4	FCC1311_043892	Hondaea fermentalgiana	627		FCC1311_043892		
GBG28165.1	A0A2R5GC90	unreviewed	A0A2R5GC90_9STRA	phosphoribosylamine--glycine ligase (EC 6.3.4.13)	FCC1311_043882	Hondaea fermentalgiana	511		FCC1311_043882		
GBG28164.1	A0A2R5GJX5	unreviewed	A0A2R5GJX5_9STRA	Uncharacterized protein	FCC1311_043872	Hondaea fermentalgiana	395		FCC1311_043872		
GBG28163.1	A0A2R5GHN8	unreviewed	A0A2R5GHN8_9STRA	Calnexin-like	FCC1311_043862	Hondaea fermentalgiana	546		FCC1311_043862		
GBG28162.1	A0A2R5GAX1	unreviewed	A0A2R5GAX1_9STRA	Mitochondrial GTPase 1	FCC1311_043852	Hondaea fermentalgiana	331		FCC1311_043852		
GBG28161.1	A0A2R5GIP6	unreviewed	A0A2R5GIP6_9STRA	Bromodomain-containing factor 1	FCC1311_043842	Hondaea fermentalgiana	1927		FCC1311_043842		
GBG28160.1	A0A2R5GAX5	unreviewed	A0A2R5GAX5_9STRA	Roadblock/LC7 domain-containing protein	FCC1311_043832	Hondaea fermentalgiana	103		FCC1311_043832		
GBG28159.1	A0A2R5GCW4	unreviewed	A0A2R5GCW4_9STRA	F-box/LRR-repeat protein 20	FCC1311_043822	Hondaea fermentalgiana	1080		FCC1311_043822		
GBG28158.1	A0A2R5GEI8	unreviewed	A0A2R5GEI8_9STRA	Uncharacterized protein	FCC1311_043812	Hondaea fermentalgiana	148		FCC1311_043812		
GBG28157.1	A0A2R5GAW9	unreviewed	A0A2R5GAW9_9STRA	SWI5-dependent HO expression protein 3	FCC1311_043802	Hondaea fermentalgiana	396		FCC1311_043802		
GBG28156.1	A0A2R5GAV7	unreviewed	A0A2R5GAV7_9STRA	Translation initiation factor IF-3, chloroplastic	FCC1311_043792	Hondaea fermentalgiana	190		FCC1311_043792		
GBG28155.1	A0A2R5GC85	unreviewed	A0A2R5GC85_9STRA	Trafficking protein particle complex subunit 8	FCC1311_043782	Hondaea fermentalgiana	1670		FCC1311_043782		
GBG28154.1	A0A2R5GJW5	unreviewed	A0A2R5GJW5_9STRA	Cyclin-dependent kinase C-1	FCC1311_043772	Hondaea fermentalgiana	660		FCC1311_043772		
GBG28153.1	A0A2R5GHM8	unreviewed	A0A2R5GHM8_9STRA	SH3 domain-containing kinase-binding protein 1	FCC1311_043762	Hondaea fermentalgiana	967		FCC1311_043762		
GBG28152.1	A0A2R5GAV9	unreviewed	A0A2R5GAV9_9STRA	Protein phosphatase, putative	FCC1311_043752	Hondaea fermentalgiana	478		FCC1311_043752		
GBG28151.1	A0A2R5GIN6	unreviewed	A0A2R5GIN6_9STRA	polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase 1)	FCC1311_043742	Hondaea fermentalgiana	964		FCC1311_043742		
GBG28150.1	A0A2R5GAX0	unreviewed	A0A2R5GAX0_9STRA	NOV_C domain-containing protein	FCC1311_043732	Hondaea fermentalgiana	621		FCC1311_043732		
GBG28149.1	A0A2R5GCV3	unreviewed	A0A2R5GCV3_9STRA	Coiled-coil and C2 domain-containing protein 2A	FCC1311_043722	Hondaea fermentalgiana	1634		FCC1311_043722		
GBG28148.1	A0A2R5GEH9	unreviewed	A0A2R5GEH9_9STRA	Uncharacterized protein	FCC1311_043712	Hondaea fermentalgiana	242		FCC1311_043712		
GBG28147.1	A0A2R5GAW0	unreviewed	A0A2R5GAW0_9STRA	Restriction of telomere capping protein 1	FCC1311_043702	Hondaea fermentalgiana	978		FCC1311_043702		
GBG28146.1	A0A2R5GAU8	unreviewed	A0A2R5GAU8_9STRA	YCII domain-containing protein	FCC1311_043692	Hondaea fermentalgiana	98		FCC1311_043692		
GBG28145.1	A0A2R5GC70	unreviewed	A0A2R5GC70_9STRA	SRP_SPB domain-containing protein	FCC1311_043682	Hondaea fermentalgiana	308		FCC1311_043682		
GBG28144.1	A0A2R5GJV5	unreviewed	A0A2R5GJV5_9STRA	MMS19 nucleotide excision repair protein	FCC1311_043672	Hondaea fermentalgiana	712		FCC1311_043672		
GBG28143.1	A0A2R5GHL8	unreviewed	A0A2R5GHL8_9STRA	Xylanolytic transcriptional activator xlnR	FCC1311_043662	Hondaea fermentalgiana	618		FCC1311_043662		
GBG28142.1	A0A2R5GAV1	unreviewed	A0A2R5GAV1_9STRA	Secreted protein	FCC1311_043652	Hondaea fermentalgiana	172		FCC1311_043652		
GBG28141.1	A0A2R5GIM5	unreviewed	A0A2R5GIM5_9STRA	Rho guanine nucleotide exchange factor, putative	FCC1311_074121	Hondaea fermentalgiana	699		FCC1311_074121		
GBG28140.1	A0A2R5GAW2	unreviewed	A0A2R5GAW2_9STRA	SPRY domain-containing protein 7	FCC1311_043632	Hondaea fermentalgiana	240		FCC1311_043632		
GBG28139.1	A0A2R5GCU5	unreviewed	A0A2R5GCU5_9STRA	DOT1 domain-containing protein	FCC1311_043622	Hondaea fermentalgiana	314		FCC1311_043622		
GBG28138.1	A0A2R5GEH3	unreviewed	A0A2R5GEH3_9STRA	B9 domain-containing protein 2	FCC1311_043612	Hondaea fermentalgiana	178		FCC1311_043612		
GBG28137.1	A0A2R5GAU9	unreviewed	A0A2R5GAU9_9STRA	BZIP domain-containing protein	FCC1311_043602	Hondaea fermentalgiana	429		FCC1311_043602		
GBG28136.1	A0A2R5GAU1	unreviewed	A0A2R5GAU1_9STRA	KLRAQ domain-containing protein	FCC1311_043592	Hondaea fermentalgiana	744		FCC1311_043592		
GBG28135.1	A0A2R5GC64	unreviewed	A0A2R5GC64_9STRA	ABC transporter G family member 35	FCC1311_043582	Hondaea fermentalgiana	435		FCC1311_043582		
GBG28482.1	A0A2R5GBW0	unreviewed	A0A2R5GBW0_9STRA	Mediator complex subunit 17	FCC1311_047052	Hondaea fermentalgiana	651		FCC1311_047052		
GBG28481.1	A0A2R5GJM1	unreviewed	A0A2R5GJM1_9STRA	Frataxin, mitochondrial	FCC1311_047042	Hondaea fermentalgiana	113		FCC1311_047042		
GBG28480.1	A0A2R5GBW4	unreviewed	A0A2R5GBW4_9STRA	Ankyrin repeat domain-containing protein 1	FCC1311_012691	Hondaea fermentalgiana	902		FCC1311_012691		
GBG28479.1	A0A2R5GDS3	unreviewed	A0A2R5GDS3_9STRA	Trithorax group protein osa	FCC1311_047022	Hondaea fermentalgiana	483		FCC1311_047022		
GBG28478.1	A0A2R5GFE1	unreviewed	A0A2R5GFE1_9STRA	TYR_PHOSPHATASE_2 domain-containing protein	FCC1311_047012	Hondaea fermentalgiana	725		FCC1311_047012		
GBG28477.1	A0A2R5GBW6	unreviewed	A0A2R5GBW6_9STRA	Myb family DNA-binding protein, SHAQKYF family	FCC1311_047002	Hondaea fermentalgiana	608		FCC1311_047002		
GBG28476.1	A0A2R5GBU5	unreviewed	A0A2R5GBU5_9STRA	RNA-binding motif protein, X-linked 2	FCC1311_046992	Hondaea fermentalgiana	636		FCC1311_046992		
GBG28475.1	A0A2R5GD28	unreviewed	A0A2R5GD28_9STRA	RNA-binding protein Nova-2	FCC1311_046982	Hondaea fermentalgiana	775		FCC1311_046982		
GBG28474.1	A0A2R5GKS6	unreviewed	A0A2R5GKS6_9STRA	RanBP2-type domain-containing protein	FCC1311_046972	Hondaea fermentalgiana	1169		FCC1311_046972		
GBG28473.1	A0A2R5GIJ1	unreviewed	A0A2R5GIJ1_9STRA	WD repeat-containing protein 55	FCC1311_046962	Hondaea fermentalgiana	452		FCC1311_046962		
GBG28472.1	A0A2R5GBV3	unreviewed	A0A2R5GBV3_9STRA	Asp_Arg_Hydrox domain-containing protein	FCC1311_046952	Hondaea fermentalgiana	970		FCC1311_046952		
GBG28471.1	A0A2R5GJL2	unreviewed	A0A2R5GJL2_9STRA	Kinesin-like protein	FCC1311_046942	Hondaea fermentalgiana	1029		FCC1311_046942		
GBG28470.1	A0A2R5GBV7	unreviewed	A0A2R5GBV7_9STRA	Cysteine-rich CWC	FCC1311_046932	Hondaea fermentalgiana	71		FCC1311_046932		
GBG28469.1	A0A2R5GDR9	unreviewed	A0A2R5GDR9_9STRA	Acyltransferase mlcH	FCC1311_046922	Hondaea fermentalgiana	440		FCC1311_046922		
GBG28468.1	A0A2R5GFD2	unreviewed	A0A2R5GFD2_9STRA	Methylsterol monooxygenase 2-1	FCC1311_012831	Hondaea fermentalgiana	341		FCC1311_012831		
GBG28467.1	A0A2R5GBV8	unreviewed	A0A2R5GBV8_9STRA	Fatty acid hydroxylase domain-containing protein 2	FCC1311_012841	Hondaea fermentalgiana	348		FCC1311_012841		
GBG28466.1	A0A2R5GBT9	unreviewed	A0A2R5GBT9_9STRA	Methylsterol monooxygenase 2-1	FCC1311_012851	Hondaea fermentalgiana	349		FCC1311_012851		
GBG28465.1	A0A2R5GD06	unreviewed	A0A2R5GD06_9STRA	SAT domain-containing protein	FCC1311_046882	Hondaea fermentalgiana	279		FCC1311_046882		
GBG28464.1	A0A2R5GKR4	unreviewed	A0A2R5GKR4_9STRA	Epoxide hydrolase 1	FCC1311_046872	Hondaea fermentalgiana	282		FCC1311_046872		
GBG28463.1	A0A2R5GII0	unreviewed	A0A2R5GII0_9STRA	Coiled-coil domain-containing protein 12	FCC1311_046862	Hondaea fermentalgiana	177		FCC1311_046862		
GBG28462.1	A0A2R5GBU6	unreviewed	A0A2R5GBU6_9STRA	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	FCC1311_012871	Hondaea fermentalgiana	377		FCC1311_012871		
GBG28461.1	A0A2R5GJK1	unreviewed	A0A2R5GJK1_9STRA	26S proteasome regulatory subunit 6B	FCC1311_046842	Hondaea fermentalgiana	832		FCC1311_046842		
GBG28460.1	A0A2R5GBU7	unreviewed	A0A2R5GBU7_9STRA	Kinesin light chain 3	FCC1311_046832	Hondaea fermentalgiana	748		FCC1311_046832		
GBG28459.1	A0A2R5GDR0	unreviewed	A0A2R5GDR0_9STRA	WD repeat-containing protein WRAP73	FCC1311_046822	Hondaea fermentalgiana	485		FCC1311_046822		
GBG28458.1	A0A2R5GFC9	unreviewed	A0A2R5GFC9_9STRA	Pecanex_C domain-containing protein	FCC1311_046812	Hondaea fermentalgiana	516		FCC1311_046812		
GBG28457.1	A0A2R5GBU9	unreviewed	A0A2R5GBU9_9STRA	Protein transport protein SEC24	FCC1311_046802	Hondaea fermentalgiana	827		FCC1311_046802		
GBG28456.1	A0A2R5GBS9	unreviewed	A0A2R5GBS9_9STRA	DUF19 domain-containing protein	FCC1311_046792	Hondaea fermentalgiana	185		FCC1311_046792		
GBG28455.1	A0A2R5GCZ6	unreviewed	A0A2R5GCZ6_9STRA	3-hydroxybutyryl-CoA dehydratase-like protein, mitochondrial	FCC1311_012941	Hondaea fermentalgiana	313		FCC1311_012941		
GBG28454.1	A0A2R5GKQ4	unreviewed	A0A2R5GKQ4_9STRA	Myb-like, SWIRM and MPN domain-containing protein 1	FCC1311_046772	Hondaea fermentalgiana	1091		FCC1311_046772		
GBG28453.1	A0A2R5GIH0	unreviewed	A0A2R5GIH0_9STRA	Serine palmitoyltransferase 1	FCC1311_046762	Hondaea fermentalgiana	550		FCC1311_046762		
GBG28452.1	A0A2R5GBU1	unreviewed	A0A2R5GBU1_9STRA	Protein ABHD12B	FCC1311_046752	Hondaea fermentalgiana	220		FCC1311_046752		
GBG28451.1	A0A2R5GJJ4	unreviewed	A0A2R5GJJ4_9STRA	WD_REPEATS_REGION domain-containing protein	FCC1311_046742	Hondaea fermentalgiana	458		FCC1311_046742		
GBG28450.1	A0A2R5GBT0	unreviewed	A0A2R5GBT0_9STRA	Synaptotagmin-C	FCC1311_046732	Hondaea fermentalgiana	1543		FCC1311_046732		
GBG28449.1	A0A2R5GDP9	unreviewed	A0A2R5GDP9_9STRA	Proteasome subunit beta	FCC1311_046722	Hondaea fermentalgiana	196		FCC1311_046722		
GBG28448.1	A0A2R5GFC6	unreviewed	A0A2R5GFC6_9STRA	Macro domain-containing protein	FCC1311_046712	Hondaea fermentalgiana	473		FCC1311_046712		
GBG28447.1	A0A2R5GBU0	unreviewed	A0A2R5GBU0_9STRA	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	FCC1311_046702	Hondaea fermentalgiana	201		FCC1311_046702		
GBG28446.1	A0A2R5GBS1	unreviewed	A0A2R5GBS1_9STRA	Kinesin light chain 3	FCC1311_046692	Hondaea fermentalgiana	650		FCC1311_046692		
GBG28445.1	A0A2R5GCY9	unreviewed	A0A2R5GCY9_9STRA	LCIB_C_CA domain-containing protein	FCC1311_046682	Hondaea fermentalgiana	155		FCC1311_046682		
GBG28444.1	A0A2R5GKP4	unreviewed	A0A2R5GKP4_9STRA	Erythrocyte band 7 integral membrane protein	FCC1311_046672	Hondaea fermentalgiana	276		FCC1311_046672		
GBG28443.1	A0A2R5GIG0	unreviewed	A0A2R5GIG0_9STRA	Band 7 protein CG42540	FCC1311_046662	Hondaea fermentalgiana	268		FCC1311_046662		
GBG28442.1	A0A2R5GBT1	unreviewed	A0A2R5GBT1_9STRA	Long-chain-fatty-acid--CoA ligase 1	FCC1311_090081	Hondaea fermentalgiana	667		FCC1311_090081		
